taskid|category|country|state|city|varname|comment
19058114|Getting Electricity|United States|Wisconsin|Milwaukee|Cost as a Percent of Income per Capita|"Comments
1. Tara Dash (Center for the Study of Economic Liberty)   Sat Jan 26th, 6:02PM
Copied to 1 person
Per Capita Income: $21,627

Price of Electricity (US Cents per kW hr): 10.51¢/kWh
kW hrs per yr: 322,560
Cost of Electricity per yr: ($0.1051)(322,560) = $33,901.06

Cost as % of Income per Capita: $33,901.06 / $21,627 = 156.75%

Source:
https://www.census.gov/quickfacts/fact/table/milwaukeecitywisconsin/PST045218
https://www.electricitylocal.com/states/wisconsin/milwaukee/#ref
Add your comment here"
19136693|Getting Electricity|United States|West Virginia|Charleston|Hour)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:54PM
Price of Electricity (US cents per kW/hr): 9.85¢
https://www.electricitylocal.com/states/west-virginia/
Add your comment here"
19058107|Getting Electricity|United States|Washington|Seattle|Cost as a Percent of Income per Capita|"Comments
Mark All as Read
1. Tara Dash (Center for the Study of Economic Liberty)   Sat Jan 26th, 4:36PM New
Copied to 1 person
Per Capita Income: $51,872

Price of Electricity (US cents per kW hr): 10.8¢
kW hrs per yr: 322,560
Cost of Electricity per yr: ($0.108)(322,560) = $34,836.48

Cost as % of Income per Capita: $34,836.48 / $51,872 = 67.16%

Source:
https://www.census.gov/quickfacts/fact/table/seattlecitywashington/PST045218
https://www.bls.gov/regions/west/news-release/averageenergyprices_seattle.htm

Add your comment here"
19136685|Getting Electricity|United States|Vermont|Burlington|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:45PM
Price of Electricity (US Cents per Kilowatt-Hour): 14.1¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1410*322,560) = $45,480.96 USD
----------------------------------------------------------------------------------
Income per Capita of Burlington, Vermont (Nov 15, 2017): $26,011.00 USD
Source: https://www.census.gov/quickfacts/fact/table/burlingtoncityvermont/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($45,480.96 / $26,011.00) = 174.85%***
Add your comment here"
19136687|Getting Electricity|United States|Vermont|Burlington|Hour)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:41PM
The average commercial electricity rate in Burlington is 14.1¢/kWh.[1]
The average residential electricity rate in Burlington is 15.58¢/kWh.[1]
The average industrial electricity rate in Burlington is 11.52¢/kWh.[1]

SOURCE: https://www.electricitylocal.com/states/vermont/burlington/
Add your comment here"
19056328|Getting Electricity|United States|Utah|Salt Lake City|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:36PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 8.03¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0803*322,560) = $25,901.57 USD
----------------------------------------------------------------------------------
Income per Capita of Salt Lake City, Utah (Nov 15, 2017): $32,954.00 USD
Source: https://www.census.gov/quickfacts/fact/table/saltlakecitycityutah/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($25,901.57 / $32,954.00) = 78.60%***
Add your comment here"
19056322|Getting Electricity|United States|Texas|San Antonio|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:34PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 7.67¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0767*322,560) = $24,740.35 USD
----------------------------------------------------------------------------------
Income per Capita of San Antonio, Texas (Nov 15, 2017): $24,325.00 USD
Source: https://www.census.gov/quickfacts/fact/table/sanantoniocitytexas/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($24,740.35 / $24,325.00) = 101.71%***
Add your comment here"
19056316|Getting Electricity|United States|Texas|Houston|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:32PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 8.16¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0816*322,560) = $26,320.90 USD
----------------------------------------------------------------------------------
Income per Capita of Houston, Texas (Nov 15, 2017): $30,547.00 USD
Source: https://www.census.gov/quickfacts/fact/table/houstoncitytexas/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($26,320.90 / $30,547.00) = 86.17%***
Add your comment here"
19056310|Getting Electricity|United States|Texas|Dallas|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:30PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 8.16¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0816*322,560) = $26,320.90 USD
----------------------------------------------------------------------------------
Income per Capita of Dallas, Texas (Nov 15, 2017): $31,260.00 USD
Source: https://www.census.gov/quickfacts/fact/table/dallascitytexas/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($26,320.90 / $31,260.00) = 84.20%***
Add your comment here"
19056304|Getting Electricity|United States|Texas|Austin|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:28PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 8.75¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0875*322,560) = $28,224.00 USD
----------------------------------------------------------------------------------
Income per Capita of Austin, Texas (Nov 15, 2017): $37,888.00 USD
Source: https://www.census.gov/quickfacts/fact/table/austincitytexas/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($28,224.00 / $37,888.00) = 74.49%***
Add your comment here"
19056298|Getting Electricity|United States|Tennessee|Nashville|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Thu Jan 24th, 12:31PM
Copied to 9 people
Price of Electricity (US Cents per Kilowatt-Hour): 10.32 ¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1032*322,560) = $33,288.19 USD
----------------------------------------------------------------------------------
Income per Capita of Nashville, Tennessee (Nov 15, 2017): $31,109.00 USD
Source: https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($33,288.19 / $31,109.00) = 107.01%***
Add your comment here"
19056292|Getting Electricity|United States|South Dakota|Sioux Falls|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:16PM
Price of Electricity (US Cents per Kilowatt-Hour): 8.19¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0819*322,560) = $26,417.66 USD
----------------------------------------------------------------------------------
Income per Capita of Sioux Falls, South Dakota (Nov 15, 2017): $31,161.00 USD
Source: https://www.census.gov/quickfacts/fact/table/siouxfallscitysouthdakota/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($26,417.66 / $31,161.00) = 84.78%***
Add your comment here"
19056286|Getting Electricity|United States|South Carolina|Charleston|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:14PM
Price of Electricity (US Cents per Kilowatt-Hour): 10.56¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1056*322,560) = $34,062.34 USD
----------------------------------------------------------------------------------
Income per Capita of Charleston, South Carolina (Nov 15, 2017): $38,126.00 USD
Source: https://www.census.gov/quickfacts/fact/table/charlestoncitysouthcarolina/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($34,062.34 / $38,126.00 ) = 89.34%***
Add your comment here"
19056279|Getting Electricity|United States|Rhode Island|Providence|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:11PM
Price of Electricity (US Cents per Kilowatt-Hour): 8.1¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0810*322,560) = $26,127.36 USD
----------------------------------------------------------------------------------
Income per Capita of Providence, Rhode Island (Nov 15, 2017): $24,052.00 USD
Source: https://www.census.gov/quickfacts/fact/table/providencecityrhodeisland/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($26,127.36 / $24,052.00) = 108.63%***
Add your comment here"
19056273|Getting Electricity|United States|Pennsylvania|Pittsburgh|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:09PM
Price of Electricity (US Cents per Kilowatt-Hour): 3.72¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0372*322,560) = $11,999.23 USD
----------------------------------------------------------------------------------
Income per Capita of Pittsburgh, Pennsylvania (Nov 15, 2017): $30,397.00 USD
Source: https://www.census.gov/quickfacts/fact/table/pittsburghcitypennsylvania/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($11,999.23 / $30,397.00) = 39.48%***
Add your comment here"
19056267|Getting Electricity|United States|Pennsylvania|Philadelphia|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:07PM
Price of Electricity (US Cents per Kilowatt-Hour): 6.04¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0604*322,560) = $19,482.62 USD
----------------------------------------------------------------------------------
Income per Capita of Philadelphia, Pennsylvania (Nov 15, 2017): $24,811.00 USD
Source: https://www.census.gov/quickfacts/fact/table/philadelphiacitypennsylvania/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($19,482.62 / $24,811.00) = 78.52%***
Add your comment here"
19056261|Getting Electricity|United States|Oregon|Portland|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:05PM
Price of Electricity (US Cents per Kilowatt-Hour): 8.45¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0845*322,560) = $27,256.32 USD
----------------------------------------------------------------------------------
Income per Capita of Portland, Oregon (Nov 15, 2017): $36,492.00 USD
Source: https://www.census.gov/quickfacts/fact/table/portlandcityoregon/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($27,256.32 / $36,492.00) = 74.69%***
Add your comment here"
19056255|Getting Electricity|United States|Oklahoma|Oklahoma City|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:03PM
Price of Electricity (US Cents per Kilowatt-Hour): 7.13¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0713*322,560) = $22,998.53 USD
----------------------------------------------------------------------------------
Income per Capita of Oklahoma City, Oklahoma (Nov 15, 2017): $31,177.00 USD
Source: https://www.census.gov/quickfacts/fact/table/oklahomacityoklahoma/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($22,998.53 / $31,177.00) = 73.77%***
Add your comment here"
19056249|Getting Electricity|United States|Ohio|Columbus|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 1:01PM
Price of Electricity (US Cents per Kilowatt-Hour): 11.33¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1133*322,560) = $36,546.05 USD
----------------------------------------------------------------------------------
Income per Capita of Columbus, Ohio (Nov 15, 2017): $26,778.00 USD
Source: https://www.census.gov/quickfacts/fact/table/columbuscityohio/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($36,546.05 / $26,778.00) = 136.48%***
Add your comment here"
19056243|Getting Electricity|United States|Ohio|Cleveland|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:58PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 11.87¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1187*322,560) = $38,287.87 USD
----------------------------------------------------------------------------------
Income per Capita of Cleveland, Ohio (Nov 15, 2017): $18,844.00 USD
Source: https://www.census.gov/quickfacts/fact/table/clevelandcityohio/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($38,287.87 / $18,844.00) = 203.18%***
Add your comment here"
19056237|Getting Electricity|United States|North Dakota|Fargo|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:56PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 7.97¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0797*322,560) = $25,708.03 USD
----------------------------------------------------------------------------------
Income per Capita of Fargo, North Dakota (Nov 15, 2017): $31,866.00 USD
Source: https://www.census.gov/quickfacts/fact/table/fargocitynorthdakota/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($25,708.03 / $31,866.00) = 80.68%***
Add your comment here"
19056231|Getting Electricity|United States|North Carolina|Charlotte|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:54PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 7.96¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0796*322,560) = $25,675.78 USD
----------------------------------------------------------------------------------
Income per Capita of Charlotte, North Carolina (Nov 15, 2017): $34,687.00 USD
Source: https://www.census.gov/quickfacts/fact/table/charlottecitynorthcarolina/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($25,675.78 / $34,687.00) = 74.02%***
Add your comment here"
19056225|Getting Electricity|United States|New York|Rochester|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:52PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 6.44¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0644*322,560) = $20,772.86 USD
----------------------------------------------------------------------------------
Income per Capita of Rochester, New York (Nov 15, 2017): $21,055.00 USD
Source: https://www.census.gov/quickfacts/fact/table/rochestercitynewyork/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($20,772.86 / $21,055.00) = 98.66%***
Add your comment here"
19056213|Getting Electricity|United States|New York|Buffalo|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:43PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 5.99¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0599*322,560) = $19,321.34 USD
----------------------------------------------------------------------------------
Income per Capita of Buffalo, New York (Nov 15, 2017): $22,294.00 USD
Source: https://www.census.gov/quickfacts/fact/table/buffalocitynewyork/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($19,321.34 / $22,294.00) = 86.67%***
Add your comment here"
19056207|Getting Electricity|United States|New Mexico|Albuquerque|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:41PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 10.20¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1020*322,560) = $32,901.12 USD
----------------------------------------------------------------------------------
Income per Capita of Albuquerque, New Mexico (Nov 15, 2017): $28,229.00 USD
Source: https://www.census.gov/quickfacts/fact/table/albuquerquecitynewmexico/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($32,901.12 / $28,229.00) = 116.55%***
Add your comment here"
19056201|Getting Electricity|United States|New Jersey|Newark|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:39PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 7.38¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0738*322,560) = $23,804.93 USD
----------------------------------------------------------------------------------
Income per Capita of Newark, New Jersey (Nov 15, 2017): $18,357.00 USD
Source: https://www.census.gov/quickfacts/fact/table/sandiegocitycalifornia/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($23,804.93 / $18,357.00) = 129.68%***
Add your comment here"
19056147|Getting Electricity|United States|Michigan|Detroit|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:15PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 8.66¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0866*322,560) = $27,933.70 USD
----------------------------------------------------------------------------------
Income per Capita of Detroit, Michigan (Nov 15, 2017): $16,433.00 USD
Source: https://www.census.gov/quickfacts/fact/table/detroitcitymichigan/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($27,933.70 / $16,433.00) = 169.99%***
Add your comment here"
19056141|Getting Electricity|United States|Massachusetts|Boston|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:12PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 13.84¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1384*322,560) = $44,642.30 USD
----------------------------------------------------------------------------------
Income per Capita of Boston, Massachusetts (Nov 15, 2017): $39,686.00 USD
Source: https://www.census.gov/quickfacts/fact/table/bostoncitymassachusetts/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($44,642.30 / $39,686.00) = 112.49%***
Add your comment here"
19056135|Getting Electricity|United States|Maryland|Baltimore|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:10PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 3.91¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0391*322,560) = $12,612.10 USD
----------------------------------------------------------------------------------
Income per Capita of Baltimore, Maryland (Nov 15, 2017): $28,488.00 USD
Source: https://www.census.gov/quickfacts/fact/table/baltimorecitymaryland/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($12,612.10 / $28,488.00) = 44.27%***
Add your comment here"
19056136|Getting Electricity|United States|Maryland|Baltimore|8)|"Comments
Add your comment here"
19136679|Getting Electricity|United States|Maine|Portland|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:02PM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 4.15¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0415*322,560) = $13,386.24 USD
----------------------------------------------------------------------------------
Income per Capita of Portland, Maine (Nov 15, 2017): $32,221.00 USD
Source: https://www.census.gov/quickfacts/fact/table/portlandcitymaine/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($13,386.24 / $32,221.00) = 41.55%***
Add your comment here"
19136681|Getting Electricity|United States|Maine|Portland|Hour)|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 12:03PM
Copied to 1 person
The average commercial electricity rate in Portland is 4.15¢/kWh.[1]
The average residential electricity rate in Portland is 6.94¢/kWh.[1]
The average industrial electricity rate in Portland is 2.28¢/kWh.[1]

SOURCE: https://www.electricitylocal.com/states/maine/portland/
Add your comment here"
19056129|Getting Electricity|United States|Louisiana|New Orleans|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 11:58AM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 13.51¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0820*322,560) = $26,449.92 USD
----------------------------------------------------------------------------------
Income per Capita of New Orleans, Louisiana (Nov 15, 2017): $29,275.00 USD
Source: https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($26,449.92 / $29,275.00) = 90.35%***
Add your comment here"
19056123|Getting Electricity|United States|Kentucky|Louisville|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 11:53AM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 8.34¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0834*322,560) = $26,901.50 USD
----------------------------------------------------------------------------------
Income per Capita of Louisville, Kentucky (Nov 15, 2017): $28,975.00 USD
Source: https://www.census.gov/quickfacts/fact/table/louisvillecitykentucky/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($26,901.50 / $28,975.00) = 92.84%***
Add your comment here"
19056117|Getting Electricity|United States|Kansas|Wichita|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 11:25AM
Price of Electricity (US Cents per Kilowatt-Hour): 8.54¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0854*322,560) = $27,546.62 USD
----------------------------------------------------------------------------------
Income per Capita of Wichita, Kansas (Nov 15, 2017): $26,527.00 USD
Source: https://www.census.gov/quickfacts/fact/table/wichitacitykansas/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($27,546.62 / $26,527.00) = 103.84%***
Add your comment here"
19056111|Getting Electricity|United States|Iowa|Des Moines|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 11:20AM
Price of Electricity (US Cents per Kilowatt-Hour): 6.76¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.0676*322,560) = $21,805.06 USD
----------------------------------------------------------------------------------
Income per Capita of Des Moines, Iowa (Nov 15, 2017): $26,494.00 USD
Source: https://www.census.gov/quickfacts/fact/table/desmoinescityiowa/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($21,805.06 / $26,494.00) = 82.30%***
Add your comment here"
19056024|Getting Electricity|United States|California|San Diego|Cost as a Percent of Income per Capita|"Comments
1. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 10:15AM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 13.51¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1351*322,560) = $43,577.86 USD
----------------------------------------------------------------------------------
Income per Capita of San Diego, California (Nov 15, 2017): $37,112.00 USD
Source: https://www.census.gov/quickfacts/fact/table/sandiegocitycalifornia/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($43,577.85 / $37,112.00) = 117.42%***
Add your comment here"
19056018|Getting Electricity|United States|California|Los Angeles|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Anamita Anuva (Center for the Study of Economic Liberty)   Sun Nov 18th, 2018 5:46PM
Copied to 1 person
The city of Industry has a median household income of $53,978
2. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 10:11AM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 12.74¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1274*322,560) = $41,094.144 USD
----------------------------------------------------------------------------------
Income per Capita of Los Angeles, California (Nov 15, 2017): $31,563.00 USD
Source: https://www.census.gov/quickfacts/fact/table/losangelescitycalifornia/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($41,094.144 / $31,563.00) = 130.20%***

Add your comment here"
19056006|Getting Electricity|United States|Alaska|Anchorage|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Anamita Anuva (Center for the Study of Economic Liberty)   Fri Nov 16th, 2018 6:08PM
Copied to 1 person
Income per Capita: 48,233
Cost: Deposit fee: 1466

2. Anamita Anuva (Center for the Study of Economic Liberty)   Sun Nov 18th, 2018 2:15PM
Cost as a percentage of income: 3.04%
3. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 10:06AM
Copied to 1 person
Price of Electricity (US Cents per Kilowatt-Hour): 14.93¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1493*322,560) = $48,158.208 USD
----------------------------------------------------------------------------------
Income per Capita of Anchorage, Alaska (Nov 15, 2017): $38,977.00 USD
Source: https://www.census.gov/quickfacts/fact/table/anchoragemunicipalityalaska/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($48,158.208 / $38,977.00) = 123.56%***
Add your comment here"
18981075|Getting Electricity|United States|Alabama|Birmingham|Cost as a Percent of Income per Capita|"Comments
Sort by Date
1. Celeste Karlsrud (Center for the Study of Economic Liberty)   Wed Dec 12th, 2018 4:06PM
Copied to 1 person
Cost as a % of income per capita: 1620/46257= 3.5%

Average commercial electricity cost = $135x12=1620
Median Income = 46257

- 3.5%

Sources:
https://www.electricitylocal.com/states/alabama//
https://datausa.io/profile/geo/alabama/
2. Paul Bernert (Center for the Study of Economic Liberty)   Mon Jan 28th, 9:35AM
Price of Electricity (US Cents per Kilowatt-Hour): 10.67 ¢/kWh
Kilowatt-Hours used per Year: 322,560 hours
----------------------------------------------------------------------------------
Cost of Electricity per Year: ($0.1067*322,560) = $34,417.152 USD
----------------------------------------------------------------------------------
Income per Capita of Birmingham, Alabama (Nov 15, 2017): $21,851.00 USD
Source: https://www.census.gov/quickfacts/fact/table/birminghamcityalabama/INC910217
----------------------------------------------------------------------------------
***Cost as a Percent of Income per Capita: ($34,417.152 / $21,851.00) = 157.51%***
Add your comment here"
